scale	type	name	value
europe	pft	Pin_syl_gmin	0.3
europe	pft	Pin_syl_fnstorage	0.05
europe	pft	Pin_syl_leaflong	2
europe	pft	Pin_syl_turnover_leaf	0.5
europe	pft	Pin_syl_phengdd5ramp	0
europe	pft	Pin_syl_tcmin_surv	-30
europe	pft	Pin_syl_tcmin_est	-30
europe	pft	Pin_syl_tcmax_est	-1
europe	pft	Pin_syl_twmin_est	5
europe	pft	Pin_syl_gdd5min_est	500
europe	pft	Pin_syl_k_chilla	0
europe	pft	Pin_syl_k_chillb	100
europe	pft	Pin_syl_k_chillk	0.05
europe	pft	Pin_syl_fireresist	0.2
europe	pft	Pin_syl_intc	0.06
europe	pft	Pin_syl_longevity	350
europe	pft	Pin_syl_drought_tolerance	0.25
europe	pft	Pin_syl_eps_iso	0
europe	pft	Pin_syl_seas_iso	0
europe	pft	Pin_syl_eps_mon	4
europe	pft	Pin_syl_storfrac_mon	0.5
europe	pft	Pin_hal_include	1
europe	pft	Pin_hal_k_latosa	3000
europe	pft	Pin_hal_sla	9.3
europe	pft	Pin_hal_gmin	0.3
europe	pft	Pin_hal_fnstorage	0.05
europe	pft	Pin_hal_leaflong	2
europe	pft	Pin_hal_turnover_leaf	0.5
europe	pft	Pin_hal_phengdd5ramp	0
europe	pft	Pin_hal_tcmin_surv	3
europe	pft	Pin_hal_tcmin_est	3
europe	pft	Pin_hal_tcmax_est	9
europe	pft	Pin_hal_twmin_est	21
europe	pft	Pin_hal_gdd5min_est	3000
europe	pft	Pin_hal_k_chilla	0
europe	pft	Pin_hal_k_chillb	100
europe	pft	Pin_hal_k_chillk	0.05
europe	pft	Pin_hal_fireresist	0.2
europe	pft	Pin_hal_intc	0.06
europe	pft	Pin_hal_longevity	350
europe	pft	Pin_hal_drought_tolerance	0.05
europe	pft	Pin_hal_eps_iso	0
europe	pft	Pin_hal_seas_iso	0
europe	pft	Pin_hal_eps_mon	10
europe	pft	Pin_hal_storfrac_mon	0.5
europe	pft	Pop_tre_include	1
europe	pft	Pop_tre_rootdist	0.7 0.3
europe	pft	Pop_tre_sla	24.3
europe	pft	Pop_tre_gmin	0.5
europe	pft	Pop_tre_fnstorage	0.15
europe	pft	Pop_tre_phengdd5ramp	200
europe	pft	Pop_tre_tcmin_surv	-31
europe	pft	Pop_tre_tcmin_est	-30
europe	pft	Pop_tre_tcmax_est	6
europe	pft	Pop_tre_twmin_est	-1000
europe	pft	Pop_tre_gdd5min_est	500
europe	pft	Pop_tre_k_chilla	0
europe	pft	Pop_tre_k_chillb	350
europe	pft	Pop_tre_k_chillk	0.05
europe	pft	Pop_tre_fireresist	0.2
europe	pft	Pop_tre_intc	0.02
europe	pft	Pop_tre_longevity	160
europe	pft	Pop_tre_drought_tolerance	0.4
europe	pft	Pop_tre_eps_iso	20
europe	pft	Pop_tre_seas_iso	1
europe	pft	Pop_tre_eps_mon	4
europe	pft	Pop_tre_storfrac_mon	0
europe	pft	Que_coc_include	1
europe	pft	Que_coc_rootdist	0.5 0.5
europe	pft	Que_coc_k_latosa	2500
europe	pft	Que_coc_sla	10
europe	pft	Que_coc_gmin	0.5
europe	pft	Que_coc_leaflong	1.5
europe	pft	Que_coc_turnover_leaf	0.6667
europe	pft	Que_coc_phengdd5ramp	0
europe	pft	Que_coc_tcmin_surv	0
europe	pft	Que_coc_tcmin_est	0
europe	pft	Que_coc_tcmax_est	11
europe	pft	Que_coc_twmin_est	21
europe	pft	Que_coc_gdd5min_est	2200
europe	pft	Que_coc_k_chilla	0
europe	pft	Que_coc_k_chillb	100
europe	pft	Que_coc_k_chillk	0.05
europe	pft	Que_coc_fireresist	0.3
europe	pft	Que_coc_intc	0.02
europe	pft	Que_coc_longevity	350
europe	pft	Que_coc_drought_tolerance	0.1
europe	pft	Que_coc_eps_iso	0.1
europe	pft	Que_coc_seas_iso	0
europe	pft	Que_coc_eps_mon	10
europe	pft	Que_coc_storfrac_mon	0
europe	pft	Que_coc_ga	0.04
europe	pft	Que_ile_include	1
europe	pft	Que_ile_rootdist	0.5 0.5
europe	pft	Que_ile_k_latosa	3000
europe	pft	Que_ile_sla	9.3
europe	pft	Que_ile_gmin	0.5
europe	pft	Que_ile_fnstorage	0.05
europe	pft	Que_ile_leaflong	2
europe	pft	Que_ile_turnover_leaf	0.5
europe	pft	Que_ile_phengdd5ramp	0
europe	pft	Que_ile_tcmin_surv	3
europe	pft	Que_ile_tcmin_est	3
europe	pft	Que_ile_tcmax_est	7
europe	pft	Que_ile_twmin_est	5
europe	pft	Que_ile_gdd5min_est	1800
europe	pft	Que_ile_k_chilla	0
europe	pft	Que_ile_k_chillb	100
europe	pft	Que_ile_k_chillk	0.05
europe	pft	Que_ile_fireresist	0.3
europe	pft	Que_ile_intc	0.02
europe	pft	Que_ile_longevity	350
europe	pft	Que_ile_drought_tolerance	0.1
europe	pft	Que_ile_eps_iso	0.05
europe	pft	Que_ile_seas_iso	0
europe	pft	Que_ile_eps_mon	16
europe	pft	Que_ile_storfrac_mon	0
europe	pft	Que_pub_include	1
europe	pft	Que_pub_sla	24.3
europe	pft	Que_pub_gmin	0.5
europe	pft	Que_pub_fnstorage	0.15
europe	pft	Que_pub_phengdd5ramp	200
europe	pft	Que_pub_tcmin_surv	-6
europe	pft	Que_pub_tcmin_est	-5
europe	pft	Que_pub_tcmax_est	6
europe	pft	Que_pub_twmin_est	-1000
europe	pft	Que_pub_gdd5min_est	1900
europe	pft	Que_pub_k_chilla	0
europe	pft	Que_pub_k_chillb	100
europe	pft	Que_pub_k_chillk	0.05
europe	pft	Que_pub_fireresist	0.2
europe	pft	Que_pub_intc	0.02
europe	pft	Que_pub_longevity	500
europe	pft	Que_pub_drought_tolerance	0.2
europe	pft	Que_pub_eps_iso	50
europe	pft	Que_pub_seas_iso	1
europe	pft	Que_pub_eps_mon	0
europe	pft	Que_pub_storfrac_mon	0
europe	pft	Que_rob_include	1
europe	pft	Que_rob_sla	24.3
europe	pft	Que_rob_gmin	0.5
europe	pft	Que_rob_fnstorage	0.15
europe	pft	Que_rob_phengdd5ramp	200
europe	pft	Que_rob_tcmin_surv	-10
europe	pft	Que_rob_tcmin_est	-9
europe	pft	Que_rob_tcmax_est	6
europe	pft	Que_rob_twmin_est	5
europe	pft	Que_rob_gdd5min_est	1100
europe	pft	Que_rob_k_chilla	0
europe	pft	Que_rob_k_chillb	100
europe	pft	Que_rob_k_chillk	0.05
europe	pft	Que_rob_fireresist	0.2
europe	pft	Que_rob_intc	0.02
europe	pft	Que_rob_longevity	500
europe	pft	Que_rob_drought_tolerance	0.25
europe	pft	Que_rob_eps_iso	40
europe	pft	Que_rob_seas_iso	1
europe	pft	Que_rob_eps_mon	0
europe	pft	Que_rob_storfrac_mon	0
europe	pft	Til_cor_include	1
europe	pft	Til_cor_rootdist	0.8 0.2
europe	pft	Til_cor_sla	24.3
europe	pft	Til_cor_gmin	0.5
europe	pft	Til_cor_fnstorage	0.15
europe	pft	Til_cor_phengdd5ramp	200
europe	pft	Til_cor_tcmin_surv	-12
europe	pft	Til_cor_tcmin_est	-11
europe	pft	Til_cor_tcmax_est	5
europe	pft	Til_cor_twmin_est	5
europe	pft	Til_cor_gdd5min_est	1100
europe	pft	Til_cor_k_chilla	0
europe	pft	Til_cor_k_chillb	600
europe	pft	Til_cor_k_chillk	0.05
europe	pft	Til_cor_fireresist	0.1
europe	pft	Til_cor_intc	0.02
europe	pft	Til_cor_longevity	350
europe	pft	Til_cor_drought_tolerance	0.33
europe	pft	Til_cor_eps_iso	0
europe	pft	Til_cor_seas_iso	1
europe	pft	Til_cor_eps_mon	0
europe	pft	Til_cor_storfrac_mon	0
europe	pft	Ulm_gla_include	1
europe	pft	Ulm_gla_sla	24.3
europe	pft	Ulm_gla_gmin	0.5
europe	pft	Ulm_gla_fnstorage	0.15
europe	pft	Ulm_gla_phengdd5ramp	200
europe	pft	Ulm_gla_tcmin_surv	-10.5
europe	pft	Ulm_gla_tcmin_est	-9.5
europe	pft	Ulm_gla_tcmax_est	6
europe	pft	Ulm_gla_twmin_est	5
europe	pft	Ulm_gla_gdd5min_est	850
europe	pft	Ulm_gla_k_chilla	0
europe	pft	Ulm_gla_k_chillb	100
europe	pft	Ulm_gla_k_chillk	0.05
europe	pft	Ulm_gla_fireresist	0.1
europe	pft	Ulm_gla_intc	0.02
europe	pft	Ulm_gla_longevity	350
europe	pft	Ulm_gla_drought_tolerance	0.4
europe	pft	Ulm_gla_eps_iso	0
europe	pft	Ulm_gla_seas_iso	1
europe	pft	Ulm_gla_eps_mon	0
europe	pft	Ulm_gla_storfrac_mon	0
europe	pft	C3_gr_include	1
europe	pft	C3_gr_rootdist	0.9 0.1
europe	pft	C3_gr_sla	32.4
europe	pft	C3_gr_gmin	0.5
europe	pft	C3_gr_leaflong	0.5
europe	pft	C3_gr_turnover_leaf	1
europe	pft	C3_gr_turnover_root	0.7
europe	pft	C3_gr_phengdd5ramp	100
europe	pft	C3_gr_pstemp_min	-5
europe	pft	C3_gr_pstemp_low	10
europe	pft	C3_gr_pstemp_high	30
europe	pft	C3_gr_pstemp_max	45
europe	pft	C3_gr_tcmin_surv	-1000
europe	pft	C3_gr_tcmin_est	-1000
europe	pft	C3_gr_tcmax_est	1000
europe	pft	C3_gr_twmin_est	-1000
europe	pft	C3_gr_gdd5min_est	0
europe	pft	C3_gr_parff_min	2000000
europe	pft	C3_gr_fireresist	0.5
europe	pft	C3_gr_intc	0.01
europe	pft	C3_gr_drought_tolerance	0.01
europe	pft	C3_gr_eps_iso	0
europe	pft	C3_gr_seas_iso	1
europe	pft	C3_gr_eps_mon	1
europe	pft	C3_gr_storfrac_mon	0.5
europe	pft	C4_gr_include	1
europe	pft	C4_gr_rootdist	0.9 0.1
europe	pft	C4_gr_gmin	0.5
europe	pft	C4_gr_leaflong	0.5
europe	pft	C4_gr_turnover_leaf	1
europe	pft	C4_gr_turnover_root	0.7
europe	pft	C4_gr_phengdd5ramp	100
europe	pft	C4_gr_pstemp_min	6
europe	pft	C4_gr_pstemp_low	20
europe	pft	C4_gr_pstemp_high	45
europe	pft	C4_gr_pstemp_max	55
europe	pft	C4_gr_tcmin_surv	15.5
europe	pft	C4_gr_tcmin_est	15.5
europe	pft	C4_gr_tcmax_est	1000
europe	pft	C4_gr_twmin_est	-1000
europe	pft	C4_gr_gdd5min_est	0
europe	pft	C4_gr_parff_min	1000000
europe	pft	C4_gr_fireresist	0.5
europe	pft	C4_gr_intc	0.01
europe	pft	C4_gr_drought_tolerance	0.01
europe	pft	C4_gr_eps_iso	0
europe	pft	C4_gr_seas_iso	1
europe	pft	C4_gr_eps_mon	1
europe	pft	C4_gr_storfrac_mon	0.5
